01/12 10:40:00 FINE sim.Admin|Log for simulation 6 started
01/12 10:41:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
01/12 10:41:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
01/12 10:41:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:41:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:41:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
01/12 10:41:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
01/12 10:41:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:41:00 SEVERE demand.CampaignImpl|Campaign #20528734 impressed while over limit. Current cost: 1.3204343561245442 Budget limit: 1.32
01/12 10:41:00 SEVERE agents.DemandAgent|Day 6 :Campaign limit expired Impressed while over limit: 20528734, daily limit was: 7920, 1.32 values are: 1629.9984760233824, 1.3204343561245442, total limit was: 2147483647, Infinity total values are: 2391.5733995342221629.9984760233824, 1.32127538145886031.3204343561245442
01/12 10:41:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=20528734, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
01/12 10:41:00 SEVERE demand.CampaignImpl|Campaign #12143848 impressed while over limit. Current cost: 0.18527833850759476 Budget limit: 0.597
01/12 10:41:00 SEVERE agents.DemandAgent|Day 6 :Campaign limit expired Impressed while over limit: 12143848, daily limit was: 773, 0.597 values are: 776.382850605644, 0.18527833850759476, total limit was: 2147483647, Infinity total values are: 0.0776.382850605644, 0.00.18527833850759476
01/12 10:41:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=12143848, AdNetwork=DummyAdnetwork-2] due to limit. My name is DummyAdnetwork-2
01/12 10:41:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 568
01/12 10:41:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10100579555633951 Cmp ID: 9457200 Cmp Bid: 3823
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16425512806508868 Cmp ID: 9457200 Cmp Bid: 14794
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.12735800857651217 Cmp ID: 9457200 Cmp Bid: 20902
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.19620100116873346 Cmp ID: 9457200 Cmp Bid: 6359
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1377767527359796 Cmp ID: 9457200 Cmp Bid: 15650
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.16054142432873147 Cmp ID: 9457200 Cmp Bid: 1407
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.11239906858411297 Cmp ID: 9457200 Cmp Bid: 8920
01/12 10:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.17108031543158903 Cmp ID: 9457200 Cmp Bid: 2653
01/12 10:41:10 INFO sim.Simulation|***** START OF TIME 7 *****
01/12 10:41:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #12143848 at price 0.597
01/12 10:41:10 INFO demand.CampaignImpl|Applied daily limit for campaign #12143848 at price 0.597
01/12 10:41:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #32035591 at price 11.039
01/12 10:41:10 INFO demand.CampaignImpl|Applied daily limit for campaign #32035591 at price 11.039
01/12 10:41:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14594521 at price 3.071
01/12 10:41:10 INFO demand.CampaignImpl|Applied daily limit for campaign #14594521 at price 3.071
01/12 10:41:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #20528734 at price 1.32
01/12 10:41:10 INFO demand.CampaignImpl|Applied daily limit for campaign #20528734 at price 1.32
01/12 10:41:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=9457200, reachImps=22945, dayStart=8, dayEnd=17, targetSegment=[YOUNG], videoCoef=2.3739435951820314, mobileCoef=2.403767780811805, budgetMillis=0, advertiser=null]
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.114418733399136DummyAdnetwork-4: 1.1301272288737405DummyAdnetwork-3: 1.1139468612118777adv1: 0.7827549720691362DummyAdnetwork-2: 1.1335845426155124DummyAdnetwork-7: 1.0621910154466638DummyAdnetwork-6: 1.1729025652863647DummyAdnetwork: 1.1484071447248132
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Reporting campaign auction results... CampaignImpl [id=9457200, reachImps=22945, dayStart=8, dayEnd=17, targetSegment=[YOUNG], videoCoef=2.3739435951820314, mobileCoef=2.403767780811805, budgetMillis=5187, advertiser=DummyAdnetwork-7]
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Reporting UCS auction results... DummyAdnetwork-5[efday=7, level=0.9, price=0.15456696111643695] DummyAdnetwork-4[efday=7, level=0.5314410000000002, price=0.06461037315940837] DummyAdnetwork-3[efday=7, level=0.81, price=0.1371175607952978] adv1[efday=7, level=1.0, price=0.1870519499981511] DummyAdnetwork-2[efday=7, level=0.5904900000000002, price=0.08009410976909516] DummyAdnetwork-7[efday=7, level=0.7290000000000001, price=0.10540308262072397] DummyAdnetwork-6[efday=7, level=0.6561000000000001, price=0.0902392147745462] DummyAdnetwork[efday=7, level=0.47829690000000014, price=0.0] 
01/12 10:41:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5188af event: tau.tac.adx.messages.UserClassificationServiceNotification@60d320
01/12 10:41:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=21596871, reachImps=3865, dayStart=9, dayEnd=18, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.3210483753481386, mobileCoef=2.1769406533552242, budgetMillis=0, advertiser=null]
01/12 10:41:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
01/12 10:41:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
01/12 10:41:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:41:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:41:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
01/12 10:41:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
01/12 10:41:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:41:10 SEVERE demand.CampaignImpl|Campaign #12143848 impressed while over limit. Current cost: 0.4021340123109487 Budget limit: 0.597
01/12 10:41:10 SEVERE agents.DemandAgent|Day 7 :Campaign limit expired Impressed while over limit: 12143848, daily limit was: 773, 0.597 values are: 773.068591664842, 0.4021340123109487, total limit was: 2147483647, Infinity total values are: 776.382850605644773.068591664842, 0.185278338507594760.4021340123109487
01/12 10:41:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=12143848, AdNetwork=DummyAdnetwork-2] due to limit. My name is DummyAdnetwork-2
01/12 10:41:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 608
01/12 10:41:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.14468746817009015 Cmp ID: 21596871 Cmp Bid: 1229
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.12023768726396578 Cmp ID: 21596871 Cmp Bid: 3760
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.116628365803764 Cmp ID: 21596871 Cmp Bid: 644
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.126488323724404 Cmp ID: 21596871 Cmp Bid: 387
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.12638584229573838 Cmp ID: 21596871 Cmp Bid: 2030
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.18441368435229105 Cmp ID: 21596871 Cmp Bid: 2077
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.13714866638498557 Cmp ID: 21596871 Cmp Bid: 3553
01/12 10:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.17051479461769953 Cmp ID: 21596871 Cmp Bid: 878
01/12 10:41:20 INFO sim.Simulation|***** START OF TIME 8 *****
01/12 10:41:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #32035591 at price 11.039
01/12 10:41:20 INFO demand.CampaignImpl|Applied daily limit for campaign #32035591 at price 11.039
01/12 10:41:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14594521 at price 3.071
01/12 10:41:20 INFO demand.CampaignImpl|Applied daily limit for campaign #14594521 at price 3.071
01/12 10:41:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #9457200 at price 5.187
01/12 10:41:20 INFO demand.CampaignImpl|Applied daily limit for campaign #9457200 at price 5.187
01/12 10:41:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=21596871, reachImps=3865, dayStart=9, dayEnd=18, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.3210483753481386, mobileCoef=2.1769406533552242, budgetMillis=0, advertiser=null]
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.114418733399136DummyAdnetwork-4: 1.1301272288737405DummyAdnetwork-3: 1.1139468612118777adv1: 0.7827549720691362DummyAdnetwork-2: 1.1335845426155124DummyAdnetwork-7: 1.0621910154466638DummyAdnetwork-6: 1.1729025652863647DummyAdnetwork: 1.1484071447248132
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Reporting campaign auction results... CampaignImpl [id=21596871, reachImps=3865, dayStart=9, dayEnd=18, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.3210483753481386, mobileCoef=2.1769406533552242, budgetMillis=916, advertiser=DummyAdnetwork-3]
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Reporting UCS auction results... DummyAdnetwork-5[efday=8, level=0.7290000000000001, price=0.10043925274452915] DummyAdnetwork-4[efday=8, level=0.6561000000000001, price=0.08355958942704965] DummyAdnetwork-3[efday=8, level=1.0, price=0.17108031543158903] adv1[efday=8, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=8, level=0.5904900000000002, price=0.06637052600823289] DummyAdnetwork-7[efday=8, level=0.9, price=0.14782961525857982] DummyAdnetwork-6[efday=8, level=0.5314410000000002, price=0.05367862099625664] DummyAdnetwork[efday=8, level=0.81, price=0.1300385537062725] 
01/12 10:41:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5188af event: tau.tac.adx.messages.UserClassificationServiceNotification@5cfd36
01/12 10:41:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=30819272, reachImps=33568, dayStart=10, dayEnd=19, targetSegment=[OLD, LOW_INCOME], videoCoef=2.362413557506286, mobileCoef=1.6832720348324224, budgetMillis=0, advertiser=null]
01/12 10:41:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
01/12 10:41:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
01/12 10:41:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:41:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:41:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
01/12 10:41:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
01/12 10:41:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:41:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 580
01/12 10:41:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.11836468313857382 Cmp ID: 30819272 Cmp Bid: 26709
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11010580379481757 Cmp ID: 30819272 Cmp Bid: 7311
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1308099901392137 Cmp ID: 30819272 Cmp Bid: 15393
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17518324185353357 Cmp ID: 30819272 Cmp Bid: 5593
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11860156084144013 Cmp ID: 30819272 Cmp Bid: 15517
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.10632273784869746 Cmp ID: 30819272 Cmp Bid: 16463
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.10515609626509069 Cmp ID: 30819272 Cmp Bid: 4923
01/12 10:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.15198747219010605 Cmp ID: 30819272 Cmp Bid: 25385
01/12 10:41:30 INFO sim.Simulation|***** START OF TIME 9 *****
01/12 10:41:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #21596871 at price 0.916
01/12 10:41:30 INFO demand.CampaignImpl|Applied daily limit for campaign #21596871 at price 0.916
01/12 10:41:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14594521 at price 3.071
01/12 10:41:30 INFO demand.CampaignImpl|Applied daily limit for campaign #14594521 at price 3.071
01/12 10:41:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #9457200 at price 5.187
01/12 10:41:30 INFO demand.CampaignImpl|Applied daily limit for campaign #9457200 at price 5.187
01/12 10:41:30 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [id=30819272, reachImps=33568, dayStart=10, dayEnd=19, targetSegment=[OLD, LOW_INCOME], videoCoef=2.362413557506286, mobileCoef=1.6832720348324224, budgetMillis=0, advertiser=null]
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.114418733399136DummyAdnetwork-4: 1.1301272288737405DummyAdnetwork-3: 1.1139468612118777adv1: 0.7827549720691362DummyAdnetwork-2: 1.1335845426155124DummyAdnetwork-7: 1.0621910154466638DummyAdnetwork-6: 1.1729025652863647DummyAdnetwork: 1.1484071447248132
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Reporting campaign auction results... CampaignImpl [id=30819272, reachImps=33568, dayStart=10, dayEnd=19, targetSegment=[OLD, LOW_INCOME], videoCoef=2.362413557506286, mobileCoef=1.6832720348324224, budgetMillis=7564, advertiser=DummyAdnetwork-6]
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Reporting UCS auction results... DummyAdnetwork-5[efday=9, level=1.0, price=0.17051479461769953] DummyAdnetwork-4[efday=9, level=0.5904900000000002, price=0.07099915195249917] DummyAdnetwork-3[efday=9, level=0.6561000000000001, price=0.08292175113023396] adv1[efday=9, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=9, level=0.5314410000000002, price=0.06198109535111816] DummyAdnetwork-7[efday=9, level=0.9, price=0.13021872135308113] DummyAdnetwork-6[efday=9, level=0.7290000000000001, price=0.09220998799509052] DummyAdnetwork[efday=9, level=0.81, price=0.11109041977183833] 
01/12 10:41:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5188af event: tau.tac.adx.messages.UserClassificationServiceNotification@1994abb
01/12 10:41:30 INFO agents.DemandAgent|Day 9 :Notifying new campaign opportunity: CampaignImpl [id=5748979, reachImps=463, dayStart=11, dayEnd=13, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.4173255379552185, mobileCoef=2.3761674341640027, budgetMillis=0, advertiser=null]
01/12 10:41:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
01/12 10:41:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
01/12 10:41:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:41:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:41:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
01/12 10:41:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
01/12 10:41:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:41:30 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 611
01/12 10:41:30 INFO sim.Simulation|***** START OF TIME 9 COMPLETE *****
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.13556660324766356 Cmp ID: 5748979 Cmp Bid: 406
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10933051829062572 Cmp ID: 5748979 Cmp Bid: 273
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17713321348511057 Cmp ID: 5748979 Cmp Bid: 78
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.17158945595219524 Cmp ID: 5748979 Cmp Bid: 309
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.12676669670814522 Cmp ID: 5748979 Cmp Bid: 157
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12053456319361627 Cmp ID: 5748979 Cmp Bid: 186
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.15404329789654503 Cmp ID: 5748979 Cmp Bid: 337
01/12 10:41:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1272899171377018 Cmp ID: 5748979 Cmp Bid: 3
01/12 10:41:40 INFO sim.Simulation|***** START OF TIME 10 *****
01/12 10:41:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #21596871 at price 0.916
01/12 10:41:40 INFO demand.CampaignImpl|Applied daily limit for campaign #21596871 at price 0.916
01/12 10:41:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14594521 at price 3.071
01/12 10:41:40 INFO demand.CampaignImpl|Applied daily limit for campaign #14594521 at price 3.071
01/12 10:41:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #30819272 at price 7.564
01/12 10:41:40 INFO demand.CampaignImpl|Applied daily limit for campaign #30819272 at price 7.564
01/12 10:41:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #9457200 at price 5.187
01/12 10:41:40 INFO demand.CampaignImpl|Applied daily limit for campaign #9457200 at price 5.187
01/12 10:41:40 INFO agents.DemandAgent|Day 10 : Auction pending campaign: CampaignImpl [id=5748979, reachImps=463, dayStart=11, dayEnd=13, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.4173255379552185, mobileCoef=2.3761674341640027, budgetMillis=0, advertiser=null]
01/12 10:41:40 INFO demand.CampaignImpl|Campaign 20528734 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=4919.255636539719, otherImps=0.0, cost=2.6417097375834047] Reach 7920 ERR 0.3701052374757898 Budget 1.32 Revenue 0.4885389134680425
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.114418733399136DummyAdnetwork-4: 1.1301272288737405DummyAdnetwork-3: 1.1139468612118777adv1: 0.7827549720691362DummyAdnetwork-2: 1.1335845426155124DummyAdnetwork-7: 0.6469395486641394DummyAdnetwork-6: 1.1729025652863647DummyAdnetwork: 1.1484071447248132
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Reporting campaign auction results... CampaignImpl [id=5748979, reachImps=463, dayStart=11, dayEnd=13, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.4173255379552185, mobileCoef=2.3761674341640027, budgetMillis=273, advertiser=DummyAdnetwork-2]
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Reporting UCS auction results... DummyAdnetwork-5[efday=10, level=0.5314410000000002, price=0.05588426095521608] DummyAdnetwork-4[efday=10, level=0.7290000000000001, price=0.08628785400802032] DummyAdnetwork-3[efday=10, level=0.81, price=0.09606726428156652] adv1[efday=10, level=1.0, price=0.15198747219010605] DummyAdnetwork-2[efday=10, level=0.5904900000000002, price=0.06278251347227738] DummyAdnetwork-7[efday=10, level=0.9, price=0.11772899112529234] DummyAdnetwork-6[efday=10, level=0.47829690000000014, price=0.0] DummyAdnetwork[efday=10, level=0.6561000000000001, price=0.07224041786977982] 
01/12 10:41:40 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5188af event: tau.tac.adx.messages.UserClassificationServiceNotification@e1b382
01/12 10:41:40 INFO agents.DemandAgent|Day 10 :Notifying new campaign opportunity: CampaignImpl [id=28769591, reachImps=1855, dayStart=12, dayEnd=14, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.448802246224468, mobileCoef=2.001714803595471, budgetMillis=0, advertiser=null]
01/12 10:41:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
01/12 10:41:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
01/12 10:41:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:41:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:41:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
01/12 10:41:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
01/12 10:41:40 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:41:40 SEVERE demand.CampaignImpl|Campaign #21596871 impressed while over limit. Current cost: 0.919926455900287 Budget limit: 0.916
01/12 10:41:40 SEVERE agents.DemandAgent|Day 10 :Campaign limit expired Impressed while over limit: 21596871, daily limit was: 3865, 0.916 values are: 1394.533116694079, 0.919926455900287, total limit was: 2147483647, Infinity total values are: 108.086610369436221394.533116694079, 0.00.919926455900287
01/12 10:41:40 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=21596871, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
01/12 10:41:40 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 583
01/12 10:41:40 INFO sim.Simulation|***** START OF TIME 10 COMPLETE *****
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17674916436399296 Cmp ID: 28769591 Cmp Bid: 516
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19518931414907142 Cmp ID: 28769591 Cmp Bid: 755
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11920455320198993 Cmp ID: 28769591 Cmp Bid: 310
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.13447045285013742 Cmp ID: 28769591 Cmp Bid: 1662
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11831804700144827 Cmp ID: 28769591 Cmp Bid: 1000
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.10363837844517136 Cmp ID: 28769591 Cmp Bid: 350
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1729315616960636 Cmp ID: 28769591 Cmp Bid: 1505
01/12 10:41:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.12664248252387209 Cmp ID: 28769591 Cmp Bid: 1648
01/12 10:41:50 INFO sim.Simulation|***** START OF TIME 11 *****
01/12 10:41:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #5748979 at price 0.273
01/12 10:41:50 INFO demand.CampaignImpl|Applied daily limit for campaign #5748979 at price 0.273
01/12 10:41:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #21596871 at price 0.916
01/12 10:41:50 INFO demand.CampaignImpl|Applied daily limit for campaign #21596871 at price 0.916
01/12 10:41:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14594521 at price 3.071
01/12 10:41:50 INFO demand.CampaignImpl|Applied daily limit for campaign #14594521 at price 3.071
01/12 10:41:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #30819272 at price 7.564
01/12 10:41:50 INFO demand.CampaignImpl|Applied daily limit for campaign #30819272 at price 7.564
01/12 10:41:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #9457200 at price 5.187
01/12 10:41:50 INFO demand.CampaignImpl|Applied daily limit for campaign #9457200 at price 5.187
01/12 10:41:50 INFO agents.DemandAgent|Day 11 : Auction pending campaign: CampaignImpl [id=28769591, reachImps=1855, dayStart=12, dayEnd=14, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.448802246224468, mobileCoef=2.001714803595471, budgetMillis=0, advertiser=null]
01/12 10:41:50 INFO demand.CampaignImpl|Campaign 12143848 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1549.451442270486, otherImps=0.0, cost=0.5874123508185435] Reach 773 ERR 1.289710489392436 Budget 0.597 Revenue 0.7699571621672843
01/12 10:41:50 FINE agents.DemandAgent|Day 11 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.114418733399136DummyAdnetwork-4: 1.1301272288737405DummyAdnetwork-3: 1.1139468612118777adv1: 0.7827549720691362DummyAdnetwork-2: 1.2272601106816667DummyAdnetwork-7: 0.6469395486641394DummyAdnetwork-6: 1.1729025652863647DummyAdnetwork: 1.1484071447248132
01/12 10:41:50 FINE agents.DemandAgent|Day 11 :Reporting campaign auction results... CampaignImpl [id=28769591, reachImps=1855, dayStart=12, dayEnd=14, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.448802246224468, mobileCoef=2.001714803595471, budgetMillis=310, advertiser=adv1]
